customer_id,signup_date,region,acquisition_channel,age,tenure_months,recency_days,frequency,avg_order_value,monetary_total,num_support_tickets,email_subscribed,discount_rate_used,churned
C100768,2022-07-18, North ,Social,,6,41,1,58.11,58.11,0,1,0.17,1
C100418,2022-05-12,North,Social,39.0,21,7,4,104.45,417.8,1,0,0.38,1
C100956,2024-05-10,east,Social,42.0,1,25,1,40.74,40.74,0,0,0.223,0
C101407,2024-07-19,North,Organic,56.0,15,84,5,86.3,431.5,1,1,0.367,1
C100997,2024-10-08,North,Organic,26.0,9,96,5,65.87,329.35,1,1,0.284,0
C100573,2023-05-26,East,Referral,18.0,22,35,3,45.11,135.33,0,1,0.261,0
C100642,2021-03-29,North,Referral,57.0,30,71,9,20.71,186.39,0,0,0.395,0
C101275,2022-12-01,South,Paid Search,40.0,16,1,3,49.23,147.69,2,1,0.457,1
C100332,2022-05-11,East,Paid Search,45.0,7,66,2,77.28,154.56,1,1,0.254,1
C101078,2023-02-06,East,Organic,24.0,12,119,1,65.87,65.87,2,0,0.661,1
C100574,2021-12-26,West,Paid Search,42.0,6,14,2,110.23,,1,0,0.412,0
C101318,2022-05-29,East,Paid Search,55.0,7,61,2,92.17,184.34,1,0,0.394,0
C101358,2024-09-04,east,Social,31.0,14,85,1,27.74,27.74,0,1,0.188,0
C101095,2024-05-14,South,Email,48.0,19,1,2,112.53,225.06,1,0,0.266,0
C101371,2024-05-28,West,Paid Search,47.0,22,91,7,69.85,488.95,1,0,0.704,0
C101228,2023-01-15,West,Paid Search,37.0,7,29,2,20.17,40.34,1,0,0.074,0
C101102,2021-11-26,East,Paid Search,43.0,5,29,2,88.03,176.06,1,1,0.534,1
C101178,2022-01-13,north,Social,57.0,3,55,1,90.65,90.65,0,1,0.243,0
C100008,2022-05-28,North,Organic,48.0,19,82,5,56.13,280.65,1,1,0.236,0
C101357,2021-08-20,South,Paid Search,56.0,15,23,5,,484.15,0,0,0.342,0
C101293,2023-05-22,South,Email,24.0,13,14,1,58.22,58.22,1,1,0.312,0
C101370,2022-04-29,North,Social,40.0,9,92,2,156.27,312.54,0,1,0.115,0
C101021,2022-05-11,east,Social,,9,29,1,121.14,121.14,0,0,0.217,0
C101134,2023-05-22,west,Paid Search,73.0,17,29,8,39.62,316.96,0,0,0.122,0
C100760,2023-04-04,East,Social,25.0,15,1,4,61.88,247.52,0,1,0.374,0
C100074,2024-04-11,North,Organic,45.0,7,53,3,151.07,453.21,3,0,0.193,1
C100858,2022-12-31,South,Email,56.0,7,16,2,57.21,114.42,0,0,0.509,0
C100522,2022-12-28,North,Organic,42.0,9,34,3,157.37,472.11,2,0,0.256,0
C100335,2023-10-27,East,Organic,42.0,19,2,5,,550.5,0,0,0.291,0
C100569,2023-02-03,south,Paid Search,37.0,1,63,3,73.54,,0,1,0.252,1
C100590,2024-02-19,West,Paid Search,47.0,6,34,1,67.32,67.32,0,1,0.238,0
C100088,2021-11-07,North,Organic,22.0,24,10,6,20.74,124.44,0,0,0.071,1
C100736,2023-07-07,north,Organic,55.0,7,1,1,,62.01,0,1,0.329,0
C100217,2023-05-17,North,Social,59.0,14,3,5,108.69,543.45,1,0,0.299,1
C101379,2024-04-26,South,Organic,35.0,7,98,2,82.3,164.6,0,1,0.438,0
C100173,2022-12-24,West,Organic,54.0,8,19,2,98.54,197.08,1,0,0.224,0
C101385,2024-09-19,North,Organic,,9,96,5,149.26,746.3,1,0,0.351,0
C100221,2021-12-14,South,Organic,41.0,17,22,6,81.58,489.48,0,0,0.363,1
C100319,2022-12-27,West,Social,42.0,18,161,1,105.31,105.31,0,0,0.36,1
C101328,2023-05-12,South,Referral,30.0,6,107,2,66.91,133.82,2,1,0.351,0
C101347,2023-02-21,south,,48.0,10,65,3,118.99,356.97,0,1,0.082,0
C100802,2022-09-29,West,Paid Search,48.0,14,18,1,72.38,72.38,2,1,0.407,0
C100266,2022-06-30,South,Email,63.0,16,24,3,54.45,163.35,1,0,0.221,0
C100006,2024-05-25,East,Social,49.0,15,15,5,130.68,653.4,0,0,0.146,0
C101440,2022-11-26,North,Email,36.0,18,203,4,114.76,,0,0,0.161,0
C100138,2021-11-09,East,,36.0,11,73,2,85.45,170.9,1,0,0.157,0
C100163,2023-12-05,North,Organic,,9,89,4,101.55,406.2,2,0,0.594,0
C101412,2021-09-22,West,,40.0,2,30,2,70.94,141.88,1,1,0.222,0
C100594,2023-08-21,North,Email,28.0,22,15,7,108.66,760.62,0,0,0.165,0
C101421,2023-08-01,South,Organic,,9,166,1,78.45,78.45,0,0,0.428,0
C101329,2023-12-15,North,Social,36.0,15,11,3,,261.6,0,0,0.105,0
C101281,2023-10-07,South,Organic,43.0,19,92,5,109.62,548.1,0,0,0.276,0
C101431,2021-10-15,East,Organic,43.0,11,66,1,113.49,113.49,0,1,0.182,0
C100523,2024-03-08,East,Organic,63.0,6,18,2,90.77,181.54,1,1,0.369,0
C100955,2022-11-11,west,Paid Search,36.0,2,97,1,102.39,102.39,1,0,0.258,0
C100816,2021-11-21, West ,Organic,35.0,14,24,2,112.73,225.46,0,1,0.431,0
C100578,2023-05-25,West,Paid Search,57.0,16,35,4,,290.76,0,0,0.127,0
C101244,2023-07-30,South,Paid Search,50.0,19,13,4,144.85,579.4,1,1,0.356,0
C100019,2021-08-27,East,Organic,24.0,11,35,3,22.17,66.51,1,1,0.302,0
C101138,2024-08-05,North,Referral,55.0,8,25,1,92.7,92.7,0,0,0.126,1
C100633,2021-07-05,South,Email,43.0,39,1,9,62.12,559.08,0,1,0.337,0
C100762,2022-09-05,North,Paid Search,39.0,9,62,2,125.66,251.32,0,1,0.471,0
C100618,2021-08-10,North,Organic,23.0,6,1,5,61.39,306.95,1,0,0.454,0
C101337,2022-10-24,East,Organic,30.0,10,16,2,130.48,260.96,0,1,0.232,0
C100655,2021-05-03,South,Referral,21.0,13,34,3,77.18,231.54,0,1,0.457,0
C101085,2021-10-29,East,Paid Search,23.0,23,46,6,88.69,532.14,2,1,0.405,1
C100936,2021-03-09,West,Social,69.0,20,38,6,103.32,619.92,0,0,0.178,0
C100137,2021-09-02,south,Email,55.0,7,34,2,134.91,269.82,1,1,0.137,0
C100557,2021-09-15,South,Paid Search,39.0,15,32,2,129.93,259.86,4,1,0.154,0
C101233,2023-01-23,East,Paid Search,52.0,3,1,2,87.44,174.88,0,1,0.317,0
C100881,2022-10-15,East,Organic,49.0,4,1,1,76.55,76.55,0,0,0.097,1
C100863,2021-04-20,East,Referral,29.0,21,5,3,76.47,229.41,0,0,0.369,0
C101354,2022-11-18,West,Referral,,18,109,6,70.14,420.84,2,1,0.461,0
C100368,2024-01-29,South,,35.0,12,27,4,103.54,414.16,2,1,0.119,0
C101416,2022-11-01,South,Organic,36.0,5,17,4,58.32,233.28,1,1,0.399,1
C100954,2022-02-01,West,,31.0,4,36,2,89.42,178.84,0,1,0.152,0
C100327,2022-05-05,South,Paid Search,45.0,13,236,3,,310.47,0,1,0.132,0
C100317,2022-05-24,East,Paid Search,36.0,18,14,1,87.01,87.01,1,1,0.017,0
C101144,2022-03-30,South,Organic,,8,32,3,73.25,219.75,1,0,0.526,1
C101109,2021-08-15,North,Paid Search,62.0,2,17,1,122.78,122.78,1,1,0.1,0
C100528,2023-08-08,East,Paid Search,,17,43,3,77.32,231.96,0,0,0.393,1
C100526,2022-08-06,West,Referral,37.0,14,28,4,,164.84,0,0,0.611,0
C100087,2024-07-17,South,Social,47.0,6,118,5,131.9,659.5,1,1,0.184,0
C100479,2023-07-22, South ,Organic,31.0,5,96,1,139.04,139.04,1,1,0.296,0
C100338,2023-03-19,North,Referral,35.0,6,90,1,46.06,46.06,0,1,0.068,0
C100757,2024-01-18,West,Referral,63.0,11,68,3,75.6,226.8,0,1,0.316,0
C100657,2023-03-27,South,Organic,48.0,7,104,1,102.17,102.17,0,0,0.26,0
C100148,2021-03-24,South,Email,29.0,3,183,1,91.53,91.53,2,1,0.104,0
C101217,2023-01-07,East,Email,47.0,10,3,5,27.3,136.5,1,1,0.14,0
C101390,2021-02-19,West,Organic,42.0,17,7,4,68.65,274.6,2,1,0.374,0
C100028,2021-07-09,North,Organic,18.0,27,151,6,50.37,302.22,1,1,0.055,1
C100246,2022-03-27,east,Social,41.0,22,132,7,54.63,382.41,0,1,0.055,1
C100365,2024-10-02,South,Referral,31.0,14,19,2,65.3,130.6,1,1,0.31,0
C101450,2022-01-10,west,Organic,25.0,12,16,2,68.96,137.92,3,1,0.257,0
C100880,2021-04-06,South,Referral,41.0,7,60,1,57.18,57.18,1,1,0.192,0
C101131,2021-08-09,South,Paid Search,66.0,11,1,5,19.34,96.7,0,0,0.425,0
C100198,2021-10-08,North,Email,66.0,11,14,3,90.87,272.61,1,1,0.146,0
C101164,2021-02-01,North,Paid Search,34.0,32,23,7,57.29,401.03,0,1,0.437,0
C100927,2022-11-12,West,Social,57.0,4,66,1,,115.34,0,1,0.342,1
C100404,2024-09-29,West,Social,41.0,6,74,2,111.89,223.78,1,1,0.296,1
C100797,2022-04-28,North,Organic,41.0,4,8,2,72.97,145.94,1,1,0.256,0
C100483,2022-01-01,south,Organic,52.0,46,52,7,49.59,347.13,1,0,0.299,0
C100158,2023-07-09,East,Paid Search,32.0,13,72,3,112.85,338.55,1,1,0.4,0
C100315,2023-07-07,South,Paid Search,26.0,4,120,2,84.14,168.28,1,0,0.307,1
C100256,2023-03-21,West,Organic,18.0,23,1,4,35.68,142.72,0,0,0.304,0
C100007,2024-02-13,East,Paid Search,,24,70,6,99.77,598.62,1,0,0.564,0
C101193,2022-02-07,West,Email,41.0,5,41,2,122.25,244.5,1,0,0.109,1
C100384,2021-03-10,South,Paid Search,21.0,5,6,2,93.94,187.88,1,1,0.061,0
C100177,2022-06-02,West,Paid Search,41.0,23,27,4,93.26,373.04,0,0,0.4,1
C100754,2024-02-10,East,,40.0,1,125,1,115.63,115.63,0,1,0.099,0
C100314,2022-01-03,South,Referral,40.0,18,23,6,26.86,161.16,1,1,0.273,0
C100357,2022-12-06,East,Organic,18.0,8,11,2,115.29,230.58,0,0,0.247,0
C100298,2022-05-07,East,Social,60.0,3,39,1,112.3,112.3,1,1,0.265,0
C100455,2023-12-07, North ,Email,50.0,12,17,2,70.47,140.94,0,1,0.206,0
C100543,2024-07-10,West,Email,27.0,5,12,1,83.74,83.74,0,1,0.198,0
C100662,2021-11-07,North,Paid Search,40.0,29,26,5,,453.3,0,0,0.499,0
C100596,2022-10-07,East,Organic,47.0,22,43,5,116.33,581.65,0,1,0.063,0
C101378,2022-06-15,East,Paid Search,44.0,13,76,5,97.95,489.75,0,0,0.264,0
C100905,2021-01-15,East,Organic,18.0,8,1,3,105.9,,2,1,0.032,0
C100527,2024-07-15,West,Paid Search,60.0,9,52,4,60.16,240.64,1,1,0.165,0
C101259,2023-12-11,West,Paid Search,46.0,11,283,4,125.18,500.72,1,0,0.378,1
C100159,2022-10-24,East,Organic,18.0,11,34,3,35.29,105.87,0,0,0.418,0
C100935,2024-09-01,North,Email,62.0,5,38,1,40.19,40.19,0,1,0.15,0
C100360,2023-11-17,West,Social,49.0,18,92,4,143.74,574.96,0,0,0.413,0
C101325,2023-02-20,West,Social,,3,13,2,110.44,220.88,0,0,0.241,1
C100202,2023-05-25,South,Paid Search,,2,43,1,126.46,126.46,0,0,0.532,0
C100915,2023-03-23,West,Organic,36.0,33,122,8,,668.8,2,0,0.332,0
C100777,2022-07-01,North,Organic,53.0,5,21,1,68.61,68.61,2,0,0.327,0
C100112,2022-06-04,South,Referral,38.0,6,98,2,,119.86,0,1,0.375,0
C100893,2024-04-15,North,Organic,43.0,15,149,1,74.75,74.75,0,1,0.145,1
C100307,2022-11-12,East,Paid Search,40.0,30,1,7,61.46,430.22,3,0,0.124,0
C100851,2024-07-11,north,Referral,39.0,19,68,2,168.86,337.72,1,1,0.049,1
C100422,2022-09-13,North,,30.0,5,4,1,94.66,,0,0,0.213,0
C100906,2024-06-16,South,,37.0,6,78,3,103.43,310.29,0,1,0.192,1
C101242,2024-01-15,South,Organic,42.0,3,6,1,70.04,70.04,1,0,0.405,0
C100948,2024-06-11, West ,Social,41.0,8,22,1,109.38,109.38,0,0,0.054,0
C100459,2024-07-03,East,Social,31.0,3,169,1,77.34,77.34,1,1,0.192,1
C100983,2023-04-22,South,Paid Search,51.0,16,3,4,90.07,360.28,0,1,0.237,0
C101300,2024-09-10,North,Email,,6,16,2,130.3,260.6,0,0,0.372,0
C101212,2022-06-08,East,Organic,38.0,16,27,4,10.0,,1,0,0.208,0
C100922,2024-05-17,East,Referral,38.0,3,29,2,91.5,183.0,0,1,0.03,0
C100449,2022-06-29,East,Email,,10,21,2,159.14,318.28,1,0,0.095,0
C101196,2024-10-17, North ,Referral,38.0,19,1,2,91.87,183.74,2,1,0.62,0
C100679,2021-03-26,south,Email,38.0,5,42,1,30.78,30.78,1,1,0.474,0
C100692,2021-11-08,North,Social,62.0,5,154,4,,220.64,1,0,0.05,1
C100999,2023-12-26, South ,Paid Search,25.0,3,36,1,131.47,131.47,1,1,0.307,1
C100080,2022-06-27,east,Referral,52.0,4,54,1,54.99,54.99,1,0,0.287,0
C101314,2022-08-06,North,Organic,,18,16,7,112.23,785.61,0,1,0.152,0
C101345,2021-09-12,east,Social,49.0,6,8,2,66.96,133.92,1,0,0.147,1
C100782,2024-07-12,south,Paid Search,30.0,1,10,2,114.94,229.88,0,1,0.331,0
C100215,2022-06-03,East,Referral,18.0,16,12,5,88.15,440.75,1,1,0.458,0
C101268,2023-08-18,South,Referral,36.0,17,68,8,125.42,1003.36,0,1,0.368,0
C100030,2021-05-08,East,Paid Search,20.0,44,24,9,57.43,516.87,2,1,0.497,0
C100242,2023-09-16,North,Organic,61.0,4,61,1,47.92,47.92,1,0,0.547,0
C101374,2022-01-23,West,Organic,39.0,7,97,3,16.05,48.15,1,1,0.425,0
C100641,2021-12-06,west,Paid Search,37.0,32,118,8,112.46,899.68,0,1,0.328,0
C100696,2022-06-13,East,Organic,55.0,22,64,6,74.39,446.34,1,0,0.351,1
C100209,2024-10-04,south,Organic,44.0,6,17,2,75.42,150.84,1,0,0.419,0
C100835,2023-03-25,East,Social,27.0,20,70,3,87.33,261.99,0,0,0.198,0
C100770,2023-10-27,North,Social,27.0,20,9,1,57.01,57.01,2,0,0.167,0
C100752,2021-07-01,North,Paid Search,66.0,19,22,5,105.04,525.2,2,0,0.686,0
C101437,2024-03-22,south,Organic,50.0,42,19,4,100.83,403.32,0,1,0.256,0
C100435,2021-10-22,North,Organic,51.0,1,1,1,72.6,72.6,0,0,0.155,0
C101317,2024-01-01,North,Social,39.0,13,93,2,120.8,241.6,0,0,0.117,0
C101409,2021-08-01,East,Social,72.0,19,5,3,154.52,463.56,3,0,0.572,0
C101097,2023-10-13,West,Paid Search,43.0,13,74,2,34.89,,1,0,0.386,0
C100075,2021-03-24,South,Organic,61.0,18,1,1,72.03,72.03,0,0,0.14,1
C100688,2023-08-12,East,Organic,,14,8,4,139.52,558.08,0,1,0.438,0
C100551,2024-08-02,North,Organic,,12,27,2,30.35,60.7,2,1,0.359,0
C100544,2021-09-09,North,Email,50.0,7,89,3,84.38,253.14,0,1,0.246,0
C101047,2022-01-08,East,Organic,55.0,20,2,4,98.49,393.96,3,0,0.128,0
C101054,2023-06-06,South,Organic,49.0,3,19,2,139.67,279.34,1,1,0.055,0
C100866,2024-02-28,West,Organic,25.0,12,22,4,26.78,107.12,0,1,0.361,0
C101121,2023-11-13,North,Email,66.0,22,36,5,93.13,465.65,0,0,0.337,0
C100403,2024-01-15,North,Organic,73.0,8,35,4,159.34,637.36,1,1,0.241,0
C101485,2021-06-09,North,Organic,0.0,19,21,3,48.28,144.84,1,1,0.056,0
C100362,2023-07-05,North,Email,45.0,35,1,7,56.19,393.33,1,1,0.391,0
C100271,2022-05-30,North,Referral,39.0,4,1,1,50.81,50.81,1,1,0.242,0
C100466,2022-12-14,East,,,14,27,2,83.23,166.46,0,1,0.288,1
C101342,2023-04-30, South ,Paid Search,49.0,10,1,3,82.2,246.6,2,0,0.181,0
C101104,2023-11-17,north,,57.0,7,21,1,97.94,97.94,1,1,0.308,0
C100975,2021-01-16,East,Organic,28.0,5,126,2,128.69,257.38,0,1,0.122,0
C100277,2023-10-02,South,Paid Search,44.0,18,33,8,57.3,458.4,0,0,0.408,0
C101340,2023-01-27,north,Referral,56.0,17,3,3,69.03,207.09,1,1,0.427,0
C101427,2023-07-04,North,Social,49.0,12,7,6,10.0,60.0,2,1,0.279,0
C101253,2021-04-09,east,Organic,59.0,22,76,4,92.37,369.48,0,0,0.771,0
C100441,2023-09-25,North,Paid Search,42.0,11,112,3,88.15,,1,1,0.21,0
C100992,2023-05-24,East,Organic,22.0,6,1,1,88.99,88.99,0,0,0.201,0
C100786,2022-09-03,West,Referral,52.0,30,56,9,81.38,732.42,0,0,0.268,0
C101160,2024-06-23,North,Referral,40.0,12,65,4,40.94,163.76,1,0,0.467,0
C100442,2022-12-27,East,Paid Search,36.0,29,33,9,104.33,938.97,1,0,0.068,0
C100299,2022-10-21, East ,Social,38.0,29,32,7,95.95,671.65,2,0,0.351,0
C101179,2022-06-05,North,Paid Search,,5,1,3,91.09,273.27,0,1,0.16,0
C100375,2024-04-09,North,Referral,43.0,8,25,1,61.92,61.92,1,0,0.312,0
C101027,2021-07-07,South,,51.0,17,13,6,69.11,414.66,3,1,0.214,0
C101123,2024-06-03,North,Email,44.0,8,68,1,77.12,77.12,0,1,0.278,0
C101174,2024-09-06,South,Social,26.0,7,132,1,91.5,,1,1,0.069,0
C100993,2021-04-25,North,Email,32.0,14,85,4,97.63,390.52,0,0,0.053,0
C100472,2023-03-22,North,Social,,14,22,3,108.69,326.07,2,0,0.435,0
C100885,2024-03-04,South,Referral,33.0,10,87,1,117.16,117.16,0,1,0.785,1
C100563,2022-11-21,East,Organic,35.0,13,23,4,88.77,,0,1,0.26,0
C101364,2022-07-15,South,Paid Search,37.0,15,1,1,64.28,64.28,1,1,0.471,0
C100750,2023-08-26, south ,Paid Search,28.0,13,55,5,14.85,74.25,0,1,0.237,0
C100388,2022-10-23,North,Referral,49.0,9,20,3,93.99,281.97,0,1,0.278,0
C100022,2023-12-14,West,Referral,57.0,7,9,2,76.54,153.08,1,0,0.174,0
C100828,2024-10-29,West,Social,,9,18,3,38.47,115.41,1,1,0.313,0
C100124,2022-04-29,North,Paid Search,53.0,16,104,4,71.22,284.88,2,1,0.56,0
C100423,2024-06-20,North,Paid Search,56.0,11,298,3,37.87,113.61,0,0,0.171,1
C100773,2022-08-09,west,Referral,29.0,15,27,4,78.74,314.96,1,0,0.309,0
C101350,2023-03-25,East,Paid Search,24.0,18,37,4,66.89,267.56,0,1,0.522,0
C100470,2021-08-06,South,Paid Search,47.0,8,3,2,105.02,210.04,1,0,0.361,1
C100721,2023-05-01,South,Paid Search,29.0,3,20,2,89.74,179.48,1,0,0.272,0
C101315,2023-04-10,East,Social,42.0,16,49,3,101.86,305.58,1,1,0.14,0
C101349,2021-01-21,North,Paid Search,50.0,47,13,6,176.92,,5,0,0.213,0
C100142,2024-07-08, West ,Paid Search,62.0,22,161,4,97.85,391.4,1,1,0.146,0
C100050,2022-06-15,north,Organic,40.0,16,102,5,66.87,,1,0,0.372,0
C101404,2021-11-06,North,Paid Search,50.0,1,1,1,57.75,57.75,0,1,0.555,0
C101048,2023-07-02,West,Paid Search,45.0,23,38,5,114.69,573.45,1,0,0.333,0
C100623,2023-02-25,South,Organic,42.0,44,7,4,131.42,525.68,0,0,0.095,0
C101090,2024-07-29, North ,Referral,37.0,20,14,3,126.11,378.33,0,0,0.19,1
C100081,2024-04-20,South,Paid Search,,7,12,2,96.73,193.46,2,1,0.198,0
C100703,2021-07-02,West,Organic,41.0,1,233,2,60.02,120.04,0,1,0.42,0
C100482,2023-08-20,East,Referral,40.0,9,16,5,67.11,335.55,1,1,0.32,0
C100321,2021-10-16,South,Paid Search,57.0,11,1,2,63.02,126.04,0,0,0.27,0
C101307,2021-07-31,East,Social,,5,88,2,84.1,168.2,2,1,0.182,0
C100505,2021-05-09,East,Referral,28.0,11,34,2,56.33,112.66,0,1,0.312,0
C101430,2024-07-24,West,Social,18.0,4,4,2,46.46,92.92,1,1,0.186,0
C100841,2023-12-16,east,,,26,49,8,44.0,352.0,1,0,0.514,0
C100066,2021-05-13,East,Organic,44.0,15,131,5,108.09,540.45,0,0,0.582,0
C101286,2023-10-03, South ,Social,34.0,19,28,3,89.46,268.38,0,1,0.345,0
C100921,2023-12-20,West,Organic,41.0,5,22,3,141.94,425.82,1,1,0.306,0
C101331,2024-02-29,South,Paid Search,41.0,7,48,2,10.0,20.0,0,1,0.591,0
C100801,2021-05-09,South,Referral,25.0,3,123,1,36.4,36.4,0,0,0.219,1
C100856,2021-03-25,East,Paid Search,27.0,5,3,3,147.93,443.79,1,1,0.427,0
C100031,2022-01-21,west,Organic,47.0,6,1,2,68.21,136.42,3,0,0.436,0
C100795,2021-05-03,South,Organic,45.0,14,13,3,47.05,141.15,0,1,0.166,0
C100417,2022-10-10,East,Social,42.0,21,105,6,34.62,207.72,0,1,0.137,0
C100632,2022-09-18,North,Email,34.0,2,76,1,93.9,93.9,0,0,0.245,0
C101077,2021-10-09,South,Referral,,5,15,1,66.48,66.48,1,1,0.648,0
C100064,2023-05-20, east ,Referral,40.0,13,3,3,63.11,189.33,1,0,0.104,0
C100139,2023-08-10,North,Social,32.0,5,54,3,,323.1,0,1,0.403,0
C101210,2021-09-13,east,Email,40.0,11,15,3,,258.87,1,0,0.44,0
C101395,2021-10-09,North,Organic,0.0,15,11,3,52.99,158.97,0,1,0.235,0
C100077,2024-05-03, East ,Referral,,21,41,3,85.86,257.58,0,0,0.485,0
C100491,2023-01-10,East,Social,38.0,9,13,2,64.78,129.56,1,0,0.107,0
C101481,2023-01-18,North,Organic,31.0,11,62,4,98.96,395.84,0,1,0.068,0
C101140,2021-12-08,South,Social,50.0,9,14,1,80.88,80.88,0,1,0.187,0
C100532,2021-08-21,South,Paid Search,42.0,14,69,4,53.55,214.2,1,0,0.229,0
C100065,2024-05-29,East,Paid Search,36.0,11,18,2,58.2,116.4,1,1,0.085,1
C101267,2022-02-09,West,Social,35.0,2,15,1,,58.78,0,0,0.065,0
C100912,2021-04-27,West,Paid Search,47.0,5,91,2,68.9,137.8,1,1,0.422,0
C101262,2021-02-12,South,,44.0,3,28,1,92.22,92.22,1,0,0.121,0
C100296,2022-08-16,West,,53.0,5,50,3,100.39,301.17,0,1,0.222,0
C100591,2022-09-23,south,Referral,,7,49,2,110.27,220.54,0,1,0.559,0
C100419,2022-08-05,West,Email,32.0,8,15,1,112.96,112.96,1,0,0.213,1
C100767,2023-07-08,North,Paid Search,64.0,9,37,1,70.34,70.34,1,1,0.118,0
C100438,2023-09-02,East,Organic,55.0,9,19,3,152.46,457.38,1,0,0.273,0
C100261,2024-08-04,West,Organic,37.0,28,44,8,40.14,321.12,0,0,0.271,0
C100977,2024-08-01,South,Organic,24.0,16,1,2,105.04,210.08,0,1,0.033,0
C100724,2023-09-15,North,Referral,33.0,16,19,8,60.22,481.76,0,1,0.414,0
C101393,2021-07-31,North,Social,42.0,13,69,2,97.29,194.58,0,0,0.272,0
C100281,2022-01-07,North,Referral,40.0,28,7,7,81.75,572.25,2,0,0.195,0
C100626,2024-02-05,East,Paid Search,18.0,39,20,6,73.98,443.88,0,1,0.038,0
C101034,2023-07-09,South,Email,38.0,15,1,2,,163.18,0,1,0.368,0
C101278,2024-09-22,west,Organic,52.0,20,1,5,140.51,702.55,0,1,0.197,0
C101490,2024-03-06,North,Referral,36.0,10,125,1,159.65,,1,0,0.089,1
C100188,2023-08-25,east,Social,39.0,17,25,2,103.7,207.4,0,1,0.101,0
C101208,2024-01-22,South,Organic,42.0,13,1,1,72.25,72.25,2,0,0.586,0
C100251,2023-06-30,West,Organic,28.0,4,20,3,61.27,183.81,1,1,0.168,0
C100583,2023-03-19,South,Organic,,9,17,4,161.04,644.16,1,1,0.138,0
C101039,2021-02-19,North,Paid Search,63.0,13,108,4,72.92,291.68,1,1,0.215,0
C101361,2023-07-18,south,Paid Search,43.0,23,80,4,82.76,331.04,1,1,0.276,0
C100970,2021-08-22, South ,Paid Search,25.0,5,42,1,113.17,113.17,1,1,0.297,1
C100514,2021-05-02,South,Paid Search,53.0,5,29,2,19.0,,0,0,0.507,1
C100928,2022-09-08,East,Social,57.0,11,1,4,133.91,535.64,1,1,0.412,0
C100953,2022-04-07,North,Referral,51.0,4,20,2,101.7,203.4,1,1,0.433,0
C101423,2024-02-19,South,Social,20.0,10,4,2,118.41,236.82,0,1,0.161,0
C100706,2023-08-31,East,Social,36.0,5,6,2,89.02,178.04,0,0,0.129,0
C100487,2024-10-30,North,Social,34.0,3,15,2,176.07,352.14,2,0,0.26,0
C100663,2023-12-01,North,Paid Search,38.0,14,7,4,111.76,447.04,1,1,0.361,0
C101139,2022-12-22,East,Organic,34.0,4,31,1,121.26,121.26,1,1,0.372,0
C101438,2022-01-28,West,Organic,35.0,6,17,1,91.85,91.85,1,1,0.181,0
C100273,2021-01-26,East,Referral,40.0,23,1,5,107.24,536.2,1,1,0.176,0
C100685,2023-03-28,South,Organic,41.0,11,9,2,32.48,64.96,0,0,0.389,0
C101126,2024-09-23,South,Social,45.0,2,31,1,105.87,105.87,0,0,0.534,0
C101251,2021-10-18,North,Social,36.0,18,20,4,24.08,96.32,0,1,0.342,0
C100877,2021-01-30,South,Social,60.0,5,49,2,108.86,217.72,0,1,0.589,1
C101053,2022-11-04,North,Email,20.0,11,24,2,32.31,,0,0,0.321,0
C101376,2023-04-24,east,Organic,43.0,9,58,1,64.93,64.93,0,1,0.304,1
C100448,2022-05-04,north,Organic,,5,17,2,53.94,107.88,0,1,0.038,0
C100411,2022-12-18,East,Organic,21.0,8,113,1,10.06,10.06,0,0,0.151,0
C100458,2021-02-16,East,Referral,37.0,17,8,5,111.17,555.85,2,0,0.163,0
C100376,2022-05-02,West,Organic,54.0,14,105,2,70.1,140.2,0,1,0.6,1
C101313,2022-10-21, North ,Organic,56.0,14,49,1,,71.92,0,0,0.343,1
C100667,2022-05-10,West,Paid Search,,24,19,3,121.21,363.63,2,1,0.174,0
C101246,2023-01-16,East,Organic,26.0,26,4,5,10.0,50.0,1,0,0.171,0
C100149,2022-07-02,North,,26.0,29,136,7,104.16,729.12,1,0,0.594,0
C100933,2024-02-22,East,Paid Search,42.0,17,128,2,11.63,23.26,1,0,0.504,1
C101202,2022-12-29,West,Paid Search,41.0,16,1,1,64.07,64.07,1,1,0.51,0
C100733,2023-10-15,South,Email,58.0,11,11,2,125.85,251.7,0,1,0.022,0
C100218,2022-03-09,West,Social,62.0,9,7,2,,56.44,1,1,0.213,1
C100239,2023-11-24,North,Referral,34.0,3,24,1,61.73,61.73,1,1,0.06,0
C101083,2021-06-19,West,Organic,50.0,3,22,3,104.22,312.66,1,1,0.432,0
C100867,2022-02-07, East ,Paid Search,35.0,5,151,2,,173.68,0,1,0.343,0
C100725,2022-05-04,north,Organic,43.0,18,8,3,53.0,159.0,0,1,0.1,0
C100192,2022-08-31,North,Organic,47.0,19,14,8,118.17,945.36,1,0,0.097,0
C100792,2024-07-26,South,Social,30.0,10,36,1,97.92,97.92,1,0,0.329,1
C100191,2024-09-26,North,Email,34.0,7,1,1,116.74,116.74,0,0,0.067,0
C101249,2023-08-30,West,Organic,41.0,21,35,4,116.44,465.76,0,1,0.178,0
C100964,2021-04-23,west,Organic,40.0,38,18,9,63.54,571.86,0,1,0.611,0
C100985,2023-08-27,West,Paid Search,42.0,6,9,2,140.05,280.1,0,0,0.18,0
C100644,2023-06-22,East,,56.0,6,53,3,142.62,427.86,1,0,0.052,0
